NA	Gene Symbol	NA	dme-miR Family
NA	CG14182	NA	dme-miR-11
NA	CG14182	NA	dme-miR-13
NA	CG14182	NA	dme-miR-308
NA	CG14186	NA	dme-miR-190
NA	CG14186	NA	dme-miR-4
NA	CG14186	NA	dme-miR-1017
NA	CG14186	NA	dme-miR-375
NA	CG14186	NA	dme-miR-79
NA	CG14187	NA	dme-miR-315
NA	CG14194	NA	dme-miR-1014
NA	CG14196	NA	dme-miR-960
NA	CG14211	NA	dme-miR-1000
NA	CG14222	NA	dme-miR-277
NA	CG14223	NA	dme-miR-31
NA	CG14230	NA	dme-miR-277
NA	CG14230	NA	dme-miR-986
NA	CG14230	NA	dme-miR-210
NA	CG14230	NA	dme-miR-958
NA	CG14234	NA	dme-miR-305
NA	CG14234	NA	dme-miR-1017
NA	CG14234	NA	dme-miR-79
NA	CG14234	NA	dme-miR-4
NA	CG14234	NA	dme-miR-137
NA	CG14237	NA	dme-miR-994
NA	CG14237	NA	dme-miR-277
NA	CG14239	NA	dme-miR-277
NA	CG14239	NA	dme-miR-33
NA	CG14242	NA	dme-miR-263b
NA	CG14242	NA	dme-miR-9
NA	CG14242	NA	dme-miR-4
NA	CG14248	NA	dme-miR-278
NA	CG14248	NA	dme-miR-219
NA	CG14253	NA	dme-miR-33
NA	CG14253	NA	dme-miR-958
NA	CG14257	NA	dme-miR-277
NA	CG14264	NA	dme-miR-283
NA	CG14264	NA	dme-miR-1014
NA	CG14269	NA	dme-miR-277
NA	CG14269	NA	dme-miR-33
NA	CG14273	NA	dme-miR-263b
NA	CG14274	NA	dme-miR-219
NA	CG14274	NA	dme-miR-92
NA	CG14274	NA	dme-miR-310
NA	CG14274	NA	dme-miR-311
NA	CG14274	NA	dme-miR-312
NA	CG14274	NA	dme-miR-313
NA	CG14274	NA	dme-miR-987
NA	CG14274	NA	dme-miR-137
NA	CG14274	NA	dme-miR-277
NA	CG14280	NA	dme-miR-274
NA	CG14280	NA	dme-miR-278
NA	CG14280	NA	dme-miR-190
NA	CG14292	NA	dme-miR-92
NA	CG14292	NA	dme-miR-310
NA	CG14292	NA	dme-miR-311
NA	CG14292	NA	dme-miR-312
NA	CG14292	NA	dme-miR-313
NA	CG14304	NA	dme-miR-263a
NA	CG14304	NA	dme-miR-31
NA	CG14306	NA	dme-miR-974
NA	CG14312	NA	dme-miR-277
NA	CG14312	NA	dme-miR-960
NA	CG14312	NA	dme-miR-263a
NA	CG14312	NA	dme-miR-957
NA	CG14314	NA	dme-miR-971
NA	CG14317	NA	dme-miR-1010
NA	CG14317	NA	dme-miR-193
NA	CG14317	NA	dme-miR-137
NA	CG14317	NA	dme-miR-304
NA	CG14317	NA	dme-miR-33
NA	CG14318	NA	dme-miR-1
NA	CG14326	NA	dme-miR-8
NA	CG14330	NA	dme-miR-977
NA	CG14330	NA	dme-miR-315
NA	CG14330	NA	dme-miR-277
NA	CG14330	NA	dme-miR-137
NA	CG14331	NA	dme-miR-277
NA	CG14331	NA	dme-miR-981
NA	CG14331	NA	dme-miR-314
NA	CG14331	NA	dme-miR-999
NA	CG14331	NA	dme-miR-8
NA	CG14333	NA	dme-miR-210
NA	CG14343	NA	dme-miR-986
NA	CG14351	NA	dme-miR-999
NA	CG14351	NA	dme-miR-279
NA	CG14351	NA	dme-miR-286
NA	CG14351	NA	dme-miR-996
NA	CG14351	NA	dme-miR-92
NA	CG14351	NA	dme-miR-310
NA	CG14351	NA	dme-miR-311
NA	CG14351	NA	dme-miR-312
NA	CG14351	NA	dme-miR-313
NA	CG14351	NA	dme-miR-315
NA	CG14351	NA	dme-miR-124
NA	CG14368	NA	dme-miR-33
NA	CG14368	NA	dme-miR-316
NA	CG14368	NA	dme-miR-9
NA	CG14368	NA	dme-miR-92
NA	CG14368	NA	dme-miR-310
NA	CG14368	NA	dme-miR-311
NA	CG14368	NA	dme-miR-312
NA	CG14368	NA	dme-miR-313
NA	CG14369	NA	dme-miR-304
NA	CG14369	NA	dme-miR-1003
NA	CG14369	NA	dme-miR-1004
NA	CG14372	NA	dme-miR-252
NA	CG14372	NA	dme-miR-7
NA	CG14372	NA	dme-miR-1003
NA	CG14372	NA	dme-miR-1004
NA	CG14372	NA	dme-miR-277
NA	CG14372	NA	dme-miR-8
NA	CG14372	NA	dme-miR-263b
NA	CG14372	NA	dme-miR-4
NA	CG14372	NA	dme-miR-305
NA	CG14374	NA	dme-miR-276
NA	CG14376	NA	dme-miR-994
NA	CG14377	NA	dme-miR-276
NA	CG14380	NA	dme-miR-92
NA	CG14380	NA	dme-miR-310
NA	CG14380	NA	dme-miR-311
NA	CG14380	NA	dme-miR-312
NA	CG14380	NA	dme-miR-313
NA	CG14387	NA	dme-miR-33
NA	CG14387	NA	dme-miR-137
NA	CG14395	NA	dme-miR-92
NA	CG14395	NA	dme-miR-310
NA	CG14395	NA	dme-miR-311
NA	CG14395	NA	dme-miR-312
NA	CG14395	NA	dme-miR-313
NA	CG14408	NA	dme-miR-92
NA	CG14408	NA	dme-miR-310
NA	CG14408	NA	dme-miR-311
NA	CG14408	NA	dme-miR-312
NA	CG14408	NA	dme-miR-313
NA	CG14408	NA	dme-miR-190
NA	CG14411	NA	dme-miR-8
NA	CG14411	NA	dme-miR-971
NA	CG14411	NA	dme-miR-137
NA	CG14417	NA	dme-miR-1000
NA	CG14424	NA	dme-miR-281-2-3p
NA	CG14424	NA	dme-miR-14
NA	CG14425	NA	dme-miR-87
NA	CG14425	NA	dme-miR-981
NA	CG14425	NA	dme-miR-307
NA	CG1443	NA	dme-miR-1000
NA	CG14431	NA	dme-miR-1000
NA	CG14435	NA	dme-miR-282
NA	CG14443	NA	dme-miR-315
NA	CG14443	NA	dme-miR-92
NA	CG14443	NA	dme-miR-310
NA	CG14443	NA	dme-miR-311
NA	CG14443	NA	dme-miR-312
NA	CG14443	NA	dme-miR-313
NA	CG14443	NA	dme-miR-980
NA	CG14454	NA	dme-miR-315
NA	CG14463	NA	dme-miR-1003
NA	CG14463	NA	dme-miR-1004
NA	CG14470	NA	dme-miR-33
NA	CG14470	NA	dme-miR-375
NA	CG14470	NA	dme-miR-124
NA	CG14478	NA	dme-miR-375
NA	CG14478	NA	dme-miR-315
NA	CG14478	NA	dme-miR-284
NA	CG14478	NA	dme-miR-8
NA	CG14478	NA	dme-miR-1017
NA	CG14478	NA	dme-miR-4
NA	CG14478	NA	dme-miR-79
NA	CG14479	NA	dme-miR-7
NA	CG14505	NA	dme-miR-999
NA	CG14505	NA	dme-miR-184
NA	CG14511	NA	dme-miR-305
NA	CG14516	NA	dme-miR-9
NA	CG14516	NA	dme-miR-1002
NA	CG14516	NA	dme-miR-277
NA	CG14516	NA	dme-miR-252
NA	CG14516	NA	dme-miR-8
NA	CG14519	NA	dme-miR-2a-1
NA	CG14519	NA	dme-miR-6
NA	CG14519	NA	dme-miR-11
NA	CG14519	NA	dme-miR-13
NA	CG14519	NA	dme-miR-308
NA	CG14519	NA	dme-miR-2a-2
NA	CG14519	NA	dme-miR-2c
NA	CG14521	NA	dme-miR-315
NA	CG14521	NA	dme-miR-iab4as
NA	CG14532	NA	dme-miR-92
NA	CG14532	NA	dme-miR-310
NA	CG14532	NA	dme-miR-311
NA	CG14532	NA	dme-miR-312
NA	CG14532	NA	dme-miR-313
NA	CG14534	NA	dme-miR-960
NA	CG14534	NA	dme-miR-981
NA	CG14535	NA	dme-miR-4
NA	CG14535	NA	dme-miR-219
NA	CG14538	NA	dme-miR-375
NA	CG14540	NA	dme-miR-315
NA	CG14540	NA	dme-miR-1011
NA	CG14540	NA	dme-miR-277
NA	CG14541	NA	dme-miR-263a
NA	CG14541	NA	dme-miR-277
NA	CG14541	NA	dme-miR-1000
NA	CG14561	NA	dme-miR-34
NA	CG14561	NA	dme-miR-9
NA	CG14562	NA	dme-miR-283
NA	CG14564	NA	dme-miR-981
NA	CG14564	NA	dme-miR-263b
NA	CG14566	NA	dme-miR-281-1
NA	CG14572	NA	dme-miR-8
NA	CG14574	NA	dme-bantam
NA	CG1458	NA	dme-miR-1011
NA	CG14581	NA	dme-miR-284
NA	CG14584	NA	dme-miR-932
NA	CG14585	NA	dme-miR-277
NA	CG14585	NA	dme-miR-263b
NA	CG14591	NA	dme-miR-315
NA	CG14606	NA	dme-miR-2a-1
NA	CG14606	NA	dme-miR-6
NA	CG14606	NA	dme-miR-11
NA	CG14606	NA	dme-miR-13
NA	CG14606	NA	dme-miR-308
NA	CG14608	NA	dme-miR-976
NA	CG14608	NA	dme-miR-iab-4-5p
NA	CG14608	NA	dme-miR-960
NA	CG14608	NA	dme-miR-iab4as
NA	CG14608	NA	dme-miR-33
NA	CG14610	NA	dme-miR-965
NA	CG14614	NA	dme-miR-987
NA	CG14614	NA	dme-miR-210
NA	CG14614	NA	dme-let-7
NA	CG14624	NA	dme-miR-33
NA	CG14627	NA	dme-miR-958
NA	CG14633	NA	dme-miR-263b
NA	CG14633	NA	dme-miR-33
NA	CG14640	NA	dme-miR-317
NA	CG14640	NA	dme-miR-7
NA	CG14640	NA	dme-miR-305
NA	CG14640	NA	dme-miR-989
NA	CG14656	NA	dme-miR-4
NA	CG14657	NA	dme-miR-987
NA	CG14657	NA	dme-miR-8
NA	CG14657	NA	dme-miR-14
NA	CG14661	NA	dme-miR-2a-1
NA	CG14661	NA	dme-miR-6
NA	CG14661	NA	dme-miR-11
NA	CG14661	NA	dme-miR-13
NA	CG14661	NA	dme-miR-308
NA	CG14669	NA	dme-miR-219
NA	CG14669	NA	dme-miR-210
NA	CG14669	NA	dme-miR-307
NA	CG14669	NA	dme-miR-281-1
NA	CG14669	NA	dme-miR-137
NA	CG14670	NA	dme-miR-34
NA	CG14681	NA	dme-miR-284
NA	CG14681	NA	dme-miR-7
NA	CG14681	NA	dme-miR-1014
NA	CG14696	NA	dme-miR-210
NA	CG14696	NA	dme-miR-137
NA	CG14709	NA	dme-miR-277
NA	CG14709	NA	dme-miR-968
NA	CG14709	NA	dme-miR-252
NA	CG14709	NA	dme-miR-1002
NA	CG14709	NA	dme-miR-8
NA	CG14711	NA	dme-miR-305
NA	CG14714	NA	dme-miR-4
NA	CG14714	NA	dme-miR-79
NA	CG14714	NA	dme-miR-2a-1
NA	CG14714	NA	dme-miR-6
NA	CG14714	NA	dme-miR-11
NA	CG14714	NA	dme-miR-13
NA	CG14714	NA	dme-miR-308
NA	CG14714	NA	dme-miR-1017
NA	CG14714	NA	dme-miR-977
NA	CG14718	NA	dme-miR-210
NA	CG14718	NA	dme-miR-10-3p
NA	CG14718	NA	dme-miR-1006
NA	CG14718	NA	dme-miR-1014
NA	CG14741	NA	dme-miR-277
NA	CG14741	NA	dme-miR-971
NA	CG14741	NA	dme-miR-1002
NA	CG14741	NA	dme-miR-8
NA	CG14741	NA	dme-miR-276
NA	CG14741	NA	dme-miR-252
NA	CG14741	NA	dme-miR-2a-2
NA	CG14741	NA	dme-miR-2c
NA	CG14741	NA	dme-miR-317
NA	CG14744	NA	dme-miR-305
NA	CG14744	NA	dme-miR-277
NA	CG14744	NA	dme-miR-137
NA	CG14747	NA	dme-miR-210
NA	CG14747	NA	dme-bantam
NA	CG14748	NA	dme-miR-304
NA	CG14748	NA	dme-miR-307
NA	CG14755	NA	dme-miR-315
NA	CG14755	NA	dme-miR-193
NA	CG14760	NA	dme-miR-iab4as
NA	CG14762	NA	dme-miR-307
NA	CG14762	NA	dme-miR-1003
NA	CG14762	NA	dme-miR-1004
NA	CG14762	NA	dme-miR-219
NA	CG14762	NA	dme-miR-190
NA	CG14767	NA	dme-miR-31
NA	CG14767	NA	dme-miR-307
NA	CG14767	NA	dme-miR-314
NA	CG14770	NA	dme-miR-285
NA	CG14770	NA	dme-miR-995
NA	CG14770	NA	dme-miR-998
NA	CG14770	NA	dme-miR-263b
NA	CG14782	NA	dme-miR-375
NA	CG14796	NA	dme-miR-210
NA	CG14799	NA	dme-miR-1003
NA	CG14799	NA	dme-miR-1004
NA	CG14799	NA	dme-miR-33
NA	CG14809	NA	dme-miR-252
NA	CG14809	NA	dme-miR-263b
NA	CG14809	NA	dme-miR-1002
NA	CG14809	NA	dme-miR-968
NA	CG14812	NA	dme-miR-7
NA	CG14821	NA	dme-miR-9
NA	CG14826	NA	dme-miR-315
NA	CG14829	NA	dme-miR-375
NA	CG14829	NA	dme-miR-281-2-3p
NA	CG14829	NA	dme-miR-316
NA	CG14829	NA	dme-miR-1000
NA	CG14830	NA	dme-miR-263a
NA	CG14830	NA	dme-miR-275
NA	CG14830	NA	dme-miR-306
NA	CG14837	NA	dme-miR-987
NA	CG14837	NA	dme-miR-955
NA	CG14837	NA	dme-miR-315
NA	CG14837	NA	dme-miR-31
NA	CG14838	NA	dme-miR-137
NA	CG14838	NA	dme-miR-994
NA	CG14838	NA	dme-miR-263b
NA	CG14838	NA	dme-miR-8
NA	CG14838	NA	dme-miR-963
NA	CG14838	NA	dme-miR-277
NA	CG14853	NA	dme-miR-305
NA	CG14853	NA	dme-miR-190
NA	CG14853	NA	dme-miR-252
NA	CG14853	NA	dme-miR-210
NA	CG14857	NA	dme-miR-263a
NA	CG1486	NA	dme-miR-137
NA	CG14866	NA	dme-miR-1014
NA	CG14866	NA	dme-miR-2a-1
NA	CG14866	NA	dme-miR-6
NA	CG14866	NA	dme-miR-11
NA	CG14866	NA	dme-miR-13
NA	CG14866	NA	dme-miR-308
NA	CG14866	NA	dme-miR-10-3p
NA	CG14866	NA	dme-miR-1006
NA	CG14868	NA	dme-miR-124
NA	CG14868	NA	dme-miR-1000
NA	CG14868	NA	dme-miR-315
NA	CG14869	NA	dme-miR-34
NA	CG14869	NA	dme-miR-960
NA	CG14869	NA	dme-miR-92
NA	CG14869	NA	dme-miR-310
NA	CG14869	NA	dme-miR-311
NA	CG14869	NA	dme-miR-312
NA	CG14869	NA	dme-miR-313
NA	CG14870	NA	dme-miR-278
NA	CG14871	NA	dme-let-7
NA	CG14879	NA	dme-miR-8
NA	CG14880	NA	dme-miR-277
NA	CG14883	NA	dme-miR-8
NA	CG14883	NA	dme-miR-3
NA	CG14883	NA	dme-miR-309
NA	CG14883	NA	dme-miR-318
NA	CG14883	NA	dme-miR-277
NA	CG14888	NA	dme-miR-33
NA	CG14889	NA	dme-miR-1000
NA	CG14889	NA	dme-miR-184
NA	CG14889	NA	dme-miR-263b
NA	CG14889	NA	dme-miR-190
NA	CG14889	NA	dme-miR-957
NA	CG14889	NA	dme-miR-277
NA	CG14889	NA	dme-miR-33
NA	CG14890	NA	dme-miR-263b
NA	CG14899	NA	dme-miR-92
NA	CG14899	NA	dme-miR-310
NA	CG14899	NA	dme-miR-311
NA	CG14899	NA	dme-miR-312
NA	CG14899	NA	dme-miR-313
NA	CG14899	NA	dme-miR-285
NA	CG14899	NA	dme-miR-995
NA	CG14899	NA	dme-miR-998
NA	CG14906	NA	dme-miR-8
NA	CG14910	NA	dme-miR-2a-1
NA	CG14910	NA	dme-miR-6
NA	CG14910	NA	dme-miR-11
NA	CG14910	NA	dme-miR-13
NA	CG14910	NA	dme-miR-308
NA	CG14910	NA	dme-miR-1000
NA	CG14911	NA	dme-miR-981
NA	CG14911	NA	dme-miR-283
NA	CG14911	NA	dme-miR-970
NA	CG14911	NA	dme-miR-987
NA	CG14911	NA	dme-miR-33
NA	CG14911	NA	dme-miR-190
NA	CG14911	NA	dme-miR-927
NA	CG14911	NA	dme-miR-1007
NA	CG14911	NA	dme-miR-993
NA	CG14913	NA	dme-miR-9
NA	CG14913	NA	dme-miR-1011
NA	CG14913	NA	dme-miR-927
NA	CG14928	NA	dme-miR-963
NA	CG14928	NA	dme-miR-960
NA	CG14935	NA	dme-miR-277
NA	CG14939	NA	dme-miR-956
NA	CG14939	NA	dme-miR-314
NA	CG14939	NA	dme-miR-10-3p
NA	CG14939	NA	dme-miR-1006
NA	CG14939	NA	dme-miR-263b
NA	CG14939	NA	dme-miR-958
NA	CG14939	NA	dme-miR-1014
NA	CG14943	NA	dme-miR-100
NA	CG14944	NA	dme-miR-33
NA	CG14944	NA	dme-miR-993
NA	CG14949	NA	dme-miR-14
NA	CG14949	NA	dme-miR-316
NA	CG14949	NA	dme-miR-304
NA	CG14950	NA	dme-miR-993
NA	CG14950	NA	dme-miR-1014
NA	CG14950	NA	dme-miR-981
NA	CG14950	NA	dme-miR-957
NA	CG14950	NA	dme-miR-1000
NA	CG14950	NA	dme-miR-10-3p
NA	CG14950	NA	dme-miR-1006
NA	CG14950	NA	dme-miR-219
NA	CG14950	NA	dme-miR-1017
NA	CG14950	NA	dme-miR-1007
NA	CG14952	NA	dme-miR-993
NA	CG14952	NA	dme-miR-1007
NA	CG14952	NA	dme-let-7
NA	CG14956	NA	dme-miR-1006
NA	CG14956	NA	dme-miR-10-3p
NA	CG14956	NA	dme-miR-314
NA	CG14956	NA	dme-miR-305
NA	CG14960	NA	dme-miR-1017
NA	CG14960	NA	dme-miR-79
NA	CG14960	NA	dme-miR-4
NA	CG14961	NA	dme-miR-31
NA	CG14964	NA	dme-miR-iab-4-5p
NA	CG14966	NA	dme-miR-927
NA	CG14966	NA	dme-miR-964
NA	CG14967	NA	dme-miR-219
NA	CG14967	NA	dme-miR-8
NA	CG14972	NA	dme-miR-1002
NA	CG14972	NA	dme-miR-252
NA	CG14973	NA	dme-miR-4
NA	CG14973	NA	dme-miR-7
NA	CG14973	NA	dme-miR-964
NA	CG14973	NA	dme-miR-92
NA	CG14973	NA	dme-miR-310
NA	CG14973	NA	dme-miR-311
NA	CG14973	NA	dme-miR-312
NA	CG14973	NA	dme-miR-313
NA	CG14974	NA	dme-miR-1007
NA	CG14974	NA	dme-miR-993
NA	CG14974	NA	dme-miR-957
NA	CG14974	NA	dme-miR-962
NA	CG14984	NA	dme-miR-10-3p
NA	CG14984	NA	dme-miR-1006
NA	CG14984	NA	dme-miR-137
NA	CG14984	NA	dme-miR-1014
NA	CG14984	NA	dme-miR-929
NA	CG14984	NA	dme-miR-1017
NA	CG14989	NA	dme-miR-190
NA	CG1499	NA	dme-miR-375
NA	CG1499	NA	dme-miR-315
NA	CG1499	NA	dme-miR-263b
NA	CG1499	NA	dme-miR-33
NA	CG1499	NA	dme-miR-956
NA	CG1499	NA	dme-miR-285
NA	CG1499	NA	dme-miR-995
NA	CG1499	NA	dme-miR-998
NA	CG1499	NA	dme-miR-277
NA	CG14995	NA	dme-miR-252
NA	CG14995	NA	dme-miR-31
NA	CG14995	NA	dme-miR-1002
NA	CG14998	NA	dme-miR-927
NA	CG14998	NA	dme-miR-981
NA	CG14998	NA	dme-miR-137
NA	CG14998	NA	dme-miR-284
NA	CG15012	NA	dme-miR-958
NA	CG15020	NA	dme-miR-976
NA	CG15020	NA	dme-miR-92
NA	CG15020	NA	dme-miR-310
NA	CG15020	NA	dme-miR-311
NA	CG15020	NA	dme-miR-312
NA	CG15020	NA	dme-miR-313
NA	CG15024	NA	dme-miR-9
NA	CG15024	NA	dme-miR-219
NA	CG15028	NA	dme-miR-277
NA	CG15029	NA	dme-miR-315
NA	CG15032	NA	dme-miR-33
NA	CG15036	NA	dme-miR-277
NA	CG15036	NA	dme-miR-1014
NA	CG15036	NA	dme-miR-33
NA	CG15036	NA	dme-miR-210
NA	CG15036	NA	dme-miR-219
NA	CG15036	NA	dme-miR-315
NA	CG15036	NA	dme-miR-263b
NA	CG1504	NA	dme-miR-987
NA	CG15040	NA	dme-miR-987
NA	CG15040	NA	dme-miR-284
NA	CG15040	NA	dme-miR-33
NA	CG15040	NA	dme-miR-1011
NA	CG15042	NA	dme-miR-999
NA	CG15042	NA	dme-miR-987
NA	CG15044	NA	dme-miR-2a-1
NA	CG15044	NA	dme-miR-6
NA	CG15044	NA	dme-miR-11
NA	CG15044	NA	dme-miR-13
NA	CG15044	NA	dme-miR-308
NA	CG15071	NA	dme-miR-33
NA	CG15073	NA	dme-miR-994
NA	CG15080	NA	dme-miR-1017
NA	CG15080	NA	dme-miR-4
NA	CG15080	NA	dme-miR-79
NA	CG15082	NA	dme-miR-981
NA	CG15088	NA	dme-miR-iab-4-5p
NA	CG15088	NA	dme-miR-4
NA	CG15088	NA	dme-miR-277
NA	CG15088	NA	dme-miR-iab4as
NA	CG15093	NA	dme-miR-277
NA	CG15094	NA	dme-miR-932
NA	CG15096	NA	dme-miR-279
NA	CG15096	NA	dme-miR-286
NA	CG15096	NA	dme-miR-996
NA	CG15097	NA	dme-miR-87
NA	CG15097	NA	dme-miR-279
NA	CG15097	NA	dme-miR-286
NA	CG15097	NA	dme-miR-996
NA	CG15097	NA	dme-miR-970
NA	CG15099	NA	dme-miR-993
NA	CG15099	NA	dme-miR-1000
NA	CG15100	NA	dme-miR-277
NA	CG15115	NA	dme-miR-10-3p
NA	CG15115	NA	dme-miR-1006
NA	CG15115	NA	dme-miR-4
NA	CG15115	NA	dme-miR-1014
NA	CG15120	NA	dme-miR-1014
NA	CG1513	NA	dme-miR-274
NA	CG1513	NA	dme-miR-4
NA	CG1513	NA	dme-miR-965
NA	CG1513	NA	dme-miR-316
NA	CG1513	NA	dme-miR-999
NA	CG1513	NA	dme-miR-971
NA	CG1513	NA	dme-miR-190
NA	CG1513	NA	dme-miR-1017
NA	CG1513	NA	dme-miR-79
NA	CG1513	NA	dme-miR-8
NA	CG15130	NA	dme-miR-993
NA	CG15130	NA	dme-miR-1007
NA	CG15141	NA	dme-miR-8
NA	CG15141	NA	dme-miR-1
NA	CG15141	NA	dme-miR-304
NA	CG15153	NA	dme-miR-277
NA	CG15153	NA	dme-miR-124
NA	CG15157	NA	dme-miR-315
NA	CG15160	NA	dme-miR-283
NA	CG15160	NA	dme-miR-977
NA	CG15160	NA	dme-miR-2a-1
NA	CG15160	NA	dme-miR-6
NA	CG15160	NA	dme-miR-11
NA	CG15160	NA	dme-miR-13
NA	CG15160	NA	dme-miR-308
NA	CG15167	NA	dme-miR-279
NA	CG15167	NA	dme-miR-286
NA	CG15167	NA	dme-miR-996
NA	CG15167	NA	dme-miR-219
NA	CG15167	NA	dme-miR-277
NA	CG15184	NA	dme-miR-1000
NA	CG15185	NA	dme-miR-33
NA	CG15185	NA	dme-miR-1002
NA	CG15185	NA	dme-miR-92
NA	CG15185	NA	dme-miR-310
NA	CG15185	NA	dme-miR-311
NA	CG15185	NA	dme-miR-312
NA	CG15185	NA	dme-miR-313
NA	CG15185	NA	dme-miR-252
NA	CG15186	NA	dme-miR-184
NA	CG15210	NA	dme-miR-87
NA	CG15212	NA	dme-miR-iab4as
NA	CG15212	NA	dme-miR-279
NA	CG15212	NA	dme-miR-286
NA	CG15212	NA	dme-miR-996
NA	CG15233	NA	dme-miR-932
NA	CG15233	NA	dme-miR-305
NA	CG15233	NA	dme-miR-275
NA	CG15233	NA	dme-miR-306
NA	CG15236	NA	dme-miR-iab4as
NA	CG15236	NA	dme-miR-277
NA	CG15236	NA	dme-miR-315
NA	CG15236	NA	dme-miR-100
NA	CG15236	NA	dme-miR-281-2-3p
NA	CG15236	NA	dme-miR-10-3p
NA	CG15236	NA	dme-miR-1006
NA	CG15236	NA	dme-miR-1014
NA	CG15237	NA	dme-miR-987
NA	CG15247	NA	dme-miR-276
NA	CG15249	NA	dme-miR-2a-1
NA	CG15249	NA	dme-miR-6
NA	CG15249	NA	dme-miR-11
NA	CG15249	NA	dme-miR-13
NA	CG15249	NA	dme-miR-308
NA	CG15252	NA	dme-miR-968
NA	CG15252	NA	dme-miR-981
NA	CG15256	NA	dme-miR-10-3p
NA	CG15256	NA	dme-miR-1006
NA	CG15256	NA	dme-miR-1014
NA	CG15256	NA	dme-miR-965
NA	CG15256	NA	dme-miR-277
NA	CG15258	NA	dme-miR-315
NA	CG15258	NA	dme-miR-989
NA	CG15258	NA	dme-miR-219
NA	CG15260	NA	dme-miR-927
NA	CG15260	NA	dme-miR-277
NA	CG15260	NA	dme-miR-219
NA	CG15260	NA	dme-miR-964
NA	CG15260	NA	dme-miR-976
NA	CG15260	NA	dme-miR-1000
NA	CG15262	NA	dme-miR-304
NA	CG15262	NA	dme-miR-980
NA	CG15270	NA	dme-miR-981
NA	CG15270	NA	dme-miR-10-3p
NA	CG15270	NA	dme-miR-1006
NA	CG15270	NA	dme-miR-5
NA	CG15270	NA	dme-miR-1003
NA	CG15270	NA	dme-miR-1004
NA	CG15270	NA	dme-miR-277
NA	CG15270	NA	dme-miR-284
NA	CG15277	NA	dme-miR-315
NA	CG15277	NA	dme-miR-219
NA	CG15278	NA	dme-miR-277
NA	CG15278	NA	dme-miR-34
NA	CG15278	NA	dme-miR-263b
NA	CG15278	NA	dme-miR-375
NA	CG15278	NA	dme-miR-315
NA	CG15279	NA	dme-miR-315
NA	CG15279	NA	dme-miR-1011
NA	CG15283	NA	dme-miR-33
NA	CG15283	NA	dme-miR-976
NA	CG15283	NA	dme-miR-92
NA	CG15283	NA	dme-miR-310
NA	CG15283	NA	dme-miR-311
NA	CG15283	NA	dme-miR-312
NA	CG15283	NA	dme-miR-313
NA	CG15283	NA	dme-miR-137
NA	CG15283	NA	dme-miR-210
NA	CG15283	NA	dme-miR-315
NA	CG15308	NA	dme-miR-963
NA	CG15309	NA	dme-miR-34
NA	CG1531	NA	dme-miR-1014
NA	CG15311	NA	dme-miR-957
NA	CG15312	NA	dme-miR-1007
NA	CG15312	NA	dme-miR-993
NA	CG15312	NA	dme-miR-957
NA	CG15313	NA	dme-miR-190
NA	CG15314	NA	dme-miR-980
NA	CG15325	NA	dme-miR-277
NA	CG15326	NA	dme-miR-1014
NA	CG15332	NA	dme-miR-210
NA	CG15335	NA	dme-miR-14
NA	CG15356	NA	dme-miR-304
NA	CG15364	NA	dme-miR-277
NA	CG15374	NA	dme-miR-277
NA	CG15376	NA	dme-miR-10-3p
NA	CG15376	NA	dme-miR-1006
NA	CG15376	NA	dme-miR-92
NA	CG15376	NA	dme-miR-310
NA	CG15376	NA	dme-miR-311
NA	CG15376	NA	dme-miR-312
NA	CG15376	NA	dme-miR-313
NA	CG15376	NA	dme-miR-971
NA	CG15376	NA	dme-miR-184
NA	CG15385	NA	dme-miR-2a-1
NA	CG15385	NA	dme-miR-6
NA	CG15385	NA	dme-miR-11
NA	CG15385	NA	dme-miR-13
NA	CG15385	NA	dme-miR-308
NA	CG15385	NA	dme-miR-190
NA	CG15393	NA	dme-miR-1
NA	CG15393	NA	dme-miR-986
NA	CG15393	NA	dme-miR-999
NA	CG15393	NA	dme-miR-932
NA	CG15393	NA	dme-miR-375
NA	CG15398	NA	dme-miR-1014
NA	CG15398	NA	dme-miR-10-3p
NA	CG15398	NA	dme-miR-1006
NA	CG15398	NA	dme-miR-33
NA	CG15398	NA	dme-miR-277
NA	CG15404	NA	dme-miR-927
NA	CG15408	NA	dme-miR-274
NA	CG15412	NA	dme-miR-2a-1
NA	CG15412	NA	dme-miR-6
NA	CG15412	NA	dme-miR-11
NA	CG15412	NA	dme-miR-13
NA	CG15412	NA	dme-miR-308
NA	CG15412	NA	dme-miR-283
NA	CG15414	NA	dme-miR-1010
NA	CG15414	NA	dme-miR-375
NA	CG15431	NA	dme-miR-284
NA	CG15431	NA	dme-miR-315
NA	CG15431	NA	dme-miR-1007
NA	CG15431	NA	dme-miR-993
NA	CG15431	NA	dme-miR-252
NA	CG15431	NA	dme-miR-277
NA	CG1544	NA	dme-miR-274
NA	CG1544	NA	dme-miR-34
NA	CG1544	NA	dme-miR-263b
NA	CG15449	NA	dme-miR-277
NA	CG15454	NA	dme-miR-1014
NA	CG15454	NA	dme-miR-10-3p
NA	CG15454	NA	dme-miR-1006
NA	CG15454	NA	dme-miR-190
NA	CG15455	NA	dme-miR-375
NA	CG15455	NA	dme-miR-1000
NA	CG15455	NA	dme-miR-281-2-3p
NA	CG15464	NA	dme-miR-315
NA	CG15464	NA	dme-miR-988
